group,setting,model,variant,question_id,category,abstained,faithfulness,relevance,citation_accuracy,tool_correctness,abstain_accuracy,overall,input_tokens,output_tokens,cost_tokens,cost_units,latency_s,tools
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q34,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,4,18,18.0,0.0,calculator
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q35,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,8,34,152,152.0,0.039,"eurlex_fetch,search_kb"
pareto,qwen2.5:3b,qwen2.5:3b,S2_full_agent:full,q36,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,9,34,142,142.0,0.039,"eurlex_fetch,search_kb"
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q01,answerable,False,0.75,0.0,0.5,1.0,1.0,0.65,15,68,235,540.5,0.084,"search_kb,search_kb"
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q02,answerable,False,0.75,1.0,0.5,1.0,1.0,0.85,7,23,94,216.2,0.038,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q03,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,8,32,119,273.7,0.043,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q04,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,8,21,90,207.0,0.038,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q05,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,8,28,101,232.3,0.038,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q06,answerable,False,0.75,0.3333,0.5,1.0,1.0,0.7167,7,24,88,202.4,0.038,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q07,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,8,28,100,230.0,0.041,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q08,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,9,28,102,234.6,0.041,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q09,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,21,92,211.6,0.04,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q10,answerable,False,1.0,0.0,1.0,1.0,1.0,0.8,4,23,98,225.4,0.037,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q11,multi_step,False,0.8333,0.0,0.6667,1.0,1.0,0.7,18,23,124,285.2,0.041,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q12,multi_step,False,0.5,0.5,0.0,1.0,1.0,0.6,10,23,109,250.7,0.039,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q13,multi_step,False,1.0,0.25,1.0,1.0,1.0,0.85,14,28,123,282.9,0.042,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q14,multi_step,False,0.6667,1.0,0.3333,1.0,1.0,0.8,9,28,109,250.7,0.041,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q15,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,5,27,104,239.2,0.039,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q16,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,6,28,97,223.1,0.04,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q17,answerable,False,1.0,0.3333,1.0,1.0,1.0,0.8667,6,25,99,227.7,0.04,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q18,answerable,False,0.5,0.0,0.0,1.0,1.0,0.5,8,22,173,397.9,0.078,"search_kb,search_kb"
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q19,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,13,12,98,225.4,0.039,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q20,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,10,17,39.1,0.0,
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q21,unanswerable,True,1.0,1.0,1.0,1.0,1.0,1.0,11,12,100,230.0,0.04,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q22,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,9,9,18,41.4,0.0,
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q23,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,8,12,20,46.0,0.0,
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q24,unanswerable,True,1.0,1.0,1.0,0.0,1.0,0.8,7,9,16,36.8,0.0,
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q25,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,15,10,25,57.5,0.0,
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q26,adversarial,False,0.75,0.3333,0.5,1.0,1.0,0.7167,11,25,106,243.8,0.04,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q27,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,10,10,20,46.0,0.0,
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q28,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,13,22,50.6,0.0,
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q29,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,12,8,20,46.0,0.0,
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q30,adversarial,True,1.0,1.0,1.0,0.0,1.0,0.8,9,8,17,39.1,0.0,
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q31,answerable,False,0.75,0.6667,0.5,1.0,1.0,0.7833,11,29,118,271.4,0.039,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q32,answerable,False,1.0,0.6667,1.0,1.0,1.0,0.9333,13,28,107,246.1,0.039,search_kb
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q33,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,17,4,25,57.5,0.0,calculator
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q34,answerable,False,1.0,1.0,1.0,1.0,1.0,1.0,10,4,18,41.4,0.0,calculator
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q35,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,8,34,152,349.6,0.04,"eurlex_fetch,search_kb"
pareto,qwen2.5:7b,qwen2.5:7b,S2_full_agent:full,q36,answerable,False,0.5,1.0,0.0,1.0,1.0,0.7,9,34,142,326.6,0.04,"eurlex_fetch,search_kb"
